,class,family,name_vi,order,species,url
1258,Rong biển,Rong kỳ lân Solieriaceae,Red - Rong hồng vân thỏi,Rong giga Gigartinales,Eucheuma arnoldii,./chitiet.php?page=28&loai=2&ID=3849
1259,Rong biển,Rong kỳ lân Solieriaceae,Red - Rong kỳ lân,Rong giga Gigartinales,Kappaphycus cottonii,./chitiet.php?page=28&loai=2&ID=3879
1260,Rong biển,Rong mơ Sargassaceae,Red - Rong mơ công kỉnh,Rong fuca Fucales,Sargassum congkinhii,./chitiet.php?page=29&loai=2&ID=3912
1261,Rong biển,Rong mơ Sargassaceae,Red - Rong mơ hai sừng,Rong fuca Fucales,Sargassum bicorne,./chitiet.php?page=29&loai=2&ID=3933
1262,Rong biển,Rong mơ Sargassaceae,Red - Rong mơ qui nhơn,Rong fuca Fucales,Sargassum quinhonense,./chitiet.php?page=29&loai=2&ID=3872
1263,Rong biển,Rong san hô Rhodogorgonaceae,Red - Rong san hô caribe,Rong san hô Rhodogorgonales,Rhodogorgon carriebowensis,./chitiet.php?page=29&loai=2&ID=3864
1264,Cây thuốc,Nữ lang Valerianaceae,Red - Sì to,Tục đoạn Dipsacales,Valeriana jatamansi,./chitiet.php?page=29&loai=2&ID=3845
1265,Cây thuốc,Tóc tiên Convallariaceae,Red - Sâm cau,Măng tây Asparagales,Peliosanthes teta,./chitiet.php?page=29&loai=2&ID=3956
1266,Cây phụ sinh,Phong lan Orchidaceae,Red - Sunipia sp ??,Phong lan Orchidales,Sunipia sp,./chitiet.php?page=29&loai=2&ID=3889
1267,Cây thuốc,Tầm gửi Loranthaceae,Red - Tầm gửi hoa to,Đàn hương Santalales,Macrosolen dianthus,./chitiet.php?page=29&loai=2&ID=3628
1268,Cây thuốc,Ráy Araceae,Red - Thần phục,Ráy Areales,Homalomena pierreana,./chitiet.php?page=29&loai=2&ID=3898
1269,Cây thuốc,Ô rô Acanthaceae,Red - Thường sơn tía,Hoa mõm sói Scrophulariales,Phlogacanthus turgidus,./chitiet.php?page=29&loai=2&ID=3937
1270,Cây thuốc,Ráy Araceae,Red - Thiên nhiên kiện lá to,Ráy Areales,Homalomena gigantea,./chitiet.php?page=29&loai=2&ID=3908
1271,Cây gỗ nhỏ,Chè Theaceae,Red - Trà hoa cánh việt,Chè Theales,Camellia vietnamensis,./chitiet.php?page=29&loai=2&ID=2001
1272,Cây gỗ nhỏ,Chè Theaceae,Red - Trà krempf,Chè Theales,Camellia krempfii,./chitiet.php?page=29&loai=2&ID=3684
1273,Cây gỗ nhỏ,Cỏ roi ngựa Verbenaceae,Red - Tu hú chùm,Hoa môi Lamiales,Gmelina racemosa,./chitiet.php?page=29&loai=2&ID=3846
1274,Lan đất,Phong lan Orchidaceae,Red lan,Phong lan Orchidales,Orchipedum echinatum,./chitiet.php?page=29&loai=2&ID=2419
1275,Cây phụ sinh,Phong lan Orchidaceae,Red Lan lọng chùy bò,Phong lan Orchidales,Bulbophyllum repen,./chitiet.php?page=29&loai=2&ID=3478
1276,Cây phụ sinh,Phong lan Orchidaceae,Red lan long tia,Phong lan Orchidales,Bulbophyllum sp.,./chitiet.php?page=29&loai=2&ID=3593
1277,Cây phụ sinh,Phong lan Orchidaceae,Red lan moi,Phong lan Orchidales,Thrixspermum sutepense,./chitiet.php?page=29&loai=2&ID=2402
1278,Cây phụ sinh,Phong lan Orchidaceae,Red lan moi,Phong lan Orchidales,Erythrodes hirsuta,./chitiet.php?page=29&loai=2&ID=2396
1279,,,Redbook - 21,,Chua,./chitiet.php?page=29&loai=2&ID=3812
1280,,,Redbook - 22,,Chua,./chitiet.php?page=29&loai=2&ID=3813
1281,Khác,Tầm gửi Loranthaceae,Redbook - Ban ngà,Đàn hương Santalales,Elytranthe albida,./chitiet.php?page=29&loai=2&ID=3829
1282,Cây gỗ lớn,Giẻ Fagaceae,Redbook - Cà ổi lá đa,Giẻ Fagales,Castanopsis tesselata,./chitiet.php?page=29&loai=2&ID=3838
1283,Cây gỗ lớn,Giẻ Fagaceae,Redbook - Cà ổi sapa,Giẻ Fagales,Castanopsis lecomtei,./chitiet.php?page=29&loai=2&ID=3837
1284,Cây gỗ nhỏ,Cà phê Rubiaceae,Redbook - Cà phê đồng nai,Long đởm Gentianales,Paracoffea dongnaiensis,./chitiet.php?page=29&loai=2&ID=3811
1285,Cây thuốc,Tiết dê Menispermaceae,Redbook - Củ gió,Mao lương Ranunculales,Tinospora sagittata,./chitiet.php?page=29&loai=2&ID=3806
1286,Cây gỗ nhỏ,Cà phê Rubiaceae,Redbook - Chim trích,Long đởm Gentianales,Fagerlindia depauperata,./chitiet.php?page=29&loai=2&ID=3810
1287,Cây gỗ trung bình,Giẻ Fagaceae,Redbook - Dẻ đấu đứng,Giẻ Fagales,Lithocarpus finetii,./chitiet.php?page=29&loai=2&ID=3834
1288,Cây gỗ lớn,Giẻ Fagaceae,Redbook - Dẻ bán cầu,Giẻ Fagales,Lithocarpus hemisphaericus,./chitiet.php?page=29&loai=2&ID=3842
1289,Cây gỗ trung bình,Giẻ Fagaceae,Redbook - Dẻ cau lông trắng,Giẻ Fagales,Lithocarpus vestitus,./chitiet.php?page=29&loai=2&ID=3796
1290,Cây gỗ trung bình,Giẻ Fagaceae,Redbook - Dẻ lỗ,Giẻ Fagales,Lithocarpus fenestratus,./chitiet.php?page=29&loai=2&ID=3840
1291,Cây gỗ trung bình,Giẻ Fagaceae,Redbook - Dẻ phẳng,Giẻ Fagales,Lithocarpus cerebrinus,./chitiet.php?page=29&loai=2&ID=3833
1292,Cây gỗ lớn,Giẻ Fagaceae,Redbook - Dẻ quả núm,Giẻ Fagales,Lithocarpus mucronatus,./chitiet.php?page=29&loai=2&ID=3836
1293,Cây gỗ trung bình,Giẻ Fagaceae,Redbook - Dẻ quả tròn,Giẻ Fagales,Lithocarpus sphaerocarpus,./chitiet.php?page=29&loai=2&ID=3794
1294,Cây gỗ lớn,Giẻ Fagaceae,Redbook - Dẻ quả vát,Giẻ Fagales,Lithocarpus truncatus,./chitiet.php?page=29&loai=2&ID=3795
1295,Cây gỗ trung bình,Giẻ Fagaceae,Redbook - Dẻ se,Giẻ Fagales,Lithocarpus harmandii,./chitiet.php?page=29&loai=2&ID=3835
1296,Cây thuốc,Hoa môi Laminaceae,Redbook - Hoa bông,Hoa môi Lamiales,Leucosceptrum canum,./chitiet.php?page=29&loai=2&ID=3824
1297,Cây thuốc,Hoa môi Laminaceae,Redbook - Hoa ki nô,Hoa môi Lamiales,Kinostemon ornatum,./chitiet.php?page=29&loai=2&ID=3823
1298,Cây thuốc,Hoa môi Laminaceae,Redbook - Kinh giới sần,Hoa môi Lamiales,Elsholtzia rugulosa,./chitiet.php?page=29&loai=2&ID=3822
1299,Cây thuốc,Mã tiền Loganiaceae,Redbook - Mã tiền cà thầy,Long đởm Gentianales,Strychnos cathayensis,./chitiet.php?page=29&loai=2&ID=3827
1300,Cây thuốc,Ngũ vị tử Schisandraceae,Redbook - Ngũ vị vảy chồi,Hồi Illiciales,Schisandra perulata,./chitiet.php?page=29&loai=2&ID=3817
1301,Cây gỗ lớn,Long não Lauraceae,Redbook - Re cam bốt,Long não Laurales,Cinnamomum cambodianum,./chitiet.php?page=29&loai=2&ID=3826
1302,Cây gỗ trung bình,Giẻ Fagaceae,Redbook - Sồi đá lá mác,Giẻ Fagales,Lithocarpus balansae,./chitiet.php?page=29&loai=2&ID=3844
1303,Cây gỗ trung bình,Giẻ Fagaceae,Redbook - Sồi đá tuyên quang,Giẻ Fagales,Lithocarpus bonnetii,./chitiet.php?page=29&loai=2&ID=3841
1304,Cây gỗ trung bình,Giẻ Fagaceae,Redbook - Sồi đĩa,Giẻ Fagales,Quercus platycalyx,./chitiet.php?page=29&loai=2&ID=3799
1305,Cây gỗ trung bình,Giẻ Fagaceae,Redbook - Sồi đen,Giẻ Fagales,Quercus variabilis,./chitiet.php?page=30&loai=2&ID=3801
1306,Cây gỗ trung bình,Giẻ Fagaceae,Redbook - Sồi cánh,Giẻ Fagales,Fagus longipetiolata,./chitiet.php?page=30&loai=2&ID=3839
1307,Cây gỗ lớn,Giẻ Fagaceae,Redbook - Sồi duối,Giẻ Fagales,Quercus setulosa,./chitiet.php?page=30&loai=2&ID=3800
1308,Cây gỗ lớn,Giẻ Fagaceae,Redbook - Sồi nhiều bông,Giẻ Fagales,Lithocarpus polystachyus,./chitiet.php?page=30&loai=2&ID=3793
1309,Cây gỗ trung bình,Giẻ Fagaceae,Redbook - Sồi quang,Giẻ Fagales,Quercus chrysocalyx,./chitiet.php?page=30&loai=2&ID=3797
1310,Cây gỗ trung bình,Giẻ Fagaceae,Redbook - Sồi quả chuông,Giẻ Fagales,Lithocarpus podocarpus,./chitiet.php?page=30&loai=2&ID=3843
1311,Cây gỗ lớn,Giẻ Fagaceae,Redbook - Sồi sim,Giẻ Fagales,Quercus glauca,./chitiet.php?page=30&loai=2&ID=3798
1312,,Đơn nem Myrsinaceae,Redbook - Thiên lý hương,Trân châu Primunales,Embelia parviflora,./chitiet.php?page=30&loai=2&ID=3805
1313,Cây thuốc,Hoa môi Laminaceae,Redbook - Thuẫn vân nam,Hoa môi Lamiales,Scutellaria yunnanensis,./chitiet.php?page=30&loai=2&ID=3825
1314,Cây gỗ nhỏ,Đơn nem Myrsinaceae,Redbook - Xay nhiều mụn,Trân châu Primunales,Myrsine verruculosa,./chitiet.php?page=30&loai=2&ID=3807
1315,Cây gỗ nhỏ,Cà phê Rubiaceae,Redbook - Xương cá,Long đởm Gentianales,Canthium dicoccum,./chitiet.php?page=30&loai=2&ID=3809
1316,Cây thuốc,Ngũ vị tử Schisandraceae,Redbook - Xưn xe tạp,,Kadsura heteroclita,./chitiet.php?page=30&loai=2&ID=3819
1317,Cây gỗ trung bình,Cà phê Rubiaceae,Redbook - Xuân tôn phú quốc,Long đởm Gentianales,Xantonnea quocensis,./chitiet.php?page=30&loai=2&ID=3820
1318,Cây cảnh,Rau tai voi Gesneriaceae,Rita trung bộ,Hoa môi Lamiales,Chirita annamensis,./chitiet.php?page=30&loai=2&ID=3762
1319,Rong biển,Rong đông Hypneaceae,Rong đông móc câu,Rong giga Gigartinales,Hypnea japonica,./chitiet.php?page=30&loai=2&ID=3356
1320,Rong biển,Rong đông Hypneaceae,Rong đông sao,Rong giga Gigartinales,Hypnea cornuta,./chitiet.php?page=30&loai=2&ID=3355
1321,Rong biển,Rong đại Codiaceae,Rong đại bò,Rong siphon Siphonales,Codium repens,./chitiet.php?page=30&loai=2&ID=3347
1322,Rong biển,Rong câu Gracilariaceae,Rong câu chân vịt,Rong giga Gigartinales,Hydropuntia eucheumoides,./chitiet.php?page=30&loai=2&ID=3353
1323,Rong biển,Rong chủn Grateloupiaceae,Rong chủn giẹp,Rong chủn Grateloupiales,Grateloupia livida,./chitiet.php?page=30&loai=2&ID=3354
1324,Rong biển,Rong chủn Grateloupiaceae,Rong chân vịt nhăn,Rong chủn Grateloupiales,Cryptonemia undulata,./chitiet.php?page=30&loai=2&ID=3350
1325,Rong biển,Rong đông Hypneaceae,Rong guột chùm,Rong siphon Siphonales,Caulerpa racemosa,./chitiet.php?page=30&loai=2&ID=3346
1326,Rong biển,Rong kỳ lân Solieriaceae,Rong hồng vân,Rong giga Gigartinales,Betaphycus gelatinum,./chitiet.php?page=30&loai=2&ID=3352
1327,Rong biển,Rong mơ Sargassaceae,Rong mơ mềm,Rong fuca Fucales,Sargassum tenerrimum,./chitiet.php?page=30&loai=2&ID=3357
1328,Rong biển,Rong hâymin Heimintholadiaceae,Rong sừng ngắn,Rong nema Nemallonales,Dermonema pulvinata,./chitiet.php?page=30&loai=2&ID=3351
1329,Rong biển,Rong thuốc Delesseriaceae,Rong thuốc giun sần,Rong ceram Ceramlales,Caloglossa leprieurii,./chitiet.php?page=30&loai=2&ID=3348
1330,Rong biển,Rong rađô Rhabdoniaceae,Rong thun thút nhánh đốt,Rong giga Gigartinales,Catenella nipae,./chitiet.php?page=30&loai=2&ID=3349
1331,Cây thuốc,Gai Urticaceae,Rum thơm,Gai Urticales,Poikilospermum suaveolens,./chitiet.php?page=30&loai=2&ID=2557
1332,Cây gỗ lớn,Bụt mọc Taxodiaceae,Sa mộc dầu,Hoàng đàn Cupressales,Cunninghamia konishii,./chitiet.php?page=30&loai=2&ID=3316
1333,Cây gỗ nhỏ,Dương đầu Olacaceae,Sô phi trung quốc,Đàn hương Santalales,Schoepfia chinensis,./chitiet.php?page=30&loai=2&ID=2039
1334,Cây gỗ lớn,Trúc đào Apocynaceae,Sữa,Long đởm Gentianales,Alstonia scholaris,./chitiet.php?page=30&loai=2&ID=2453
1335,Cây gỗ trung bình,Trúc đào Apocynaceae,Sữa lá còng,Long đởm Gentianales,Winchia calophylla,./chitiet.php?page=30&loai=2&ID=3726
1336,Cây gỗ trung bình,Đậu Fabaceae,Sống rắn,Đậu Fabales,Albizia chinensis,./chitiet.php?page=30&loai=2&ID=3887
1337,Cây thuốc,Tóc tiên Convallariaceae,Sốt rét lá nhỏ,Măng tây Asparagales,Reineckea carnea,./chitiet.php?page=30&loai=2&ID=3284
1338,Cây gỗ trung bình,Giẻ Fagaceae,Sồi đấu to,Giẻ Fagales,Quercus macrocalyx,./chitiet.php?page=30&loai=2&ID=3088
1339,Cây gỗ lớn,Giẻ Fagaceae,Sồi ba cạnh,Giẻ Fagales,Trigonobalanus verticillata,./chitiet.php?page=30&loai=2&ID=3709
1340,Cây gỗ trung bình,Giẻ Fagaceae,Sồi guồi,Giẻ Fagales,Quercus langbianensis,./chitiet.php?page=30&loai=2&ID=2609
1341,Cây leo thân gỗ,Trúc đào Apocynaceae,Sừng dê,Long đởm Gentianales,Strophanthus divaricatus,./chitiet.php?page=30&loai=2&ID=3190
1342,Cây thuốc,Trúc đào Apocynaceae,Sừng trâu,Long đởm Gentianales,Strophanthus caudatus,./chitiet.php?page=30&loai=2&ID=2149
1343,Cây leo thân gỗ,Trúc đào Apocynaceae,Sừng trâu quả to,Long đởm Gentianales,Strophanthus wallichii,./chitiet.php?page=30&loai=2&ID=3702
1344,Cây gỗ trung bình,Sổ Dilleniaceae,Sổ hòn bà,Sổ Dilleniales,Dillenia tetrapetala,./chitiet.php?page=30&loai=2&ID=2224
1345,Cây gỗ nhỏ,Sổ Dilleniaceae,Sổ hooker,Sổ Dilleniales,Dillenia hookerri,./chitiet.php?page=30&loai=2&ID=2459
1346,Cây gỗ lớn,Sổ Dilleniaceae,Sổ xoan,Sổ Dilleniales,Dillenia ovata,./chitiet.php?page=30&loai=2&ID=2480
1347,Cây gỗ lớn,Chè Theaceae,Sở dầu,Chè Theales,Camellia oleifera,./chitiet.php?page=30&loai=2&ID=2440
1348,Cây thuốc,Bông Malvaceae,Sâm bổ chính,Bông Malvales,Hibiscus sagittifolius,./chitiet.php?page=30&loai=2&ID=3451
1349,Cây thuốc,Ráng Ophioglossaceae,Sâm bòng bong,Ráng Ophioglossales,Helminthostachys zeylanica,./chitiet.php?page=30&loai=2&ID=3640
1350,Cây thuốc,Ngũ gia bì Araliaceae,Sâm ngọc linh,Hoa tán Apiales,Panax vietnamensis,./chitiet.php?page=31&loai=2&ID=3151
1351,Cây gỗ lớn,Đinh Bignoniaceae,Sò đo vàng,Hoa mõm sói Scrophulariales,Fernandoa serrata,./chitiet.php?page=31&loai=2&ID=3874
1352,Cây gỗ trung bình,Thầu dầu Euphorbiaceae,Sòi quả mọng,Thầu dầu Euphorbiales,Sapium baccatum,./chitiet.php?page=31&loai=2&ID=2562
1353,Cây gỗ nhỏ,Thầu dầu Euphorbiaceae,Sóc đỏ,Thầu dầu Euphorbiales,Glochidion rubrum,./chitiet.php?page=31&loai=2&ID=2539
1354,Cây thuốc,Hoa sói Chloranthaceae,Sói nhật,Hoa sói Chloranthales,Clorathus japonicus,./chitiet.php?page=31&loai=2&ID=2182
1355,Cây thuốc,Hoa sói Chloranthaceae,Sói rừng,Hoa sói Chloranthales,Sarcandra glabra,./chitiet.php?page=31&loai=2&ID=3855
1356,Cây gỗ lớn,Dầu Dipterocarpaceae,Săng đào,Bông Malvales,Hopea ferrea,./chitiet.php?page=31&loai=2&ID=3747
1357,Cây gỗ trung bình,Máu chó Myristicaceae,Săng máu,Na Annonales,Horsfieldia amygdalina,./chitiet.php?page=31&loai=2&ID=2280
1358,Cây gỗ trung bình,Máu chó Myristicaceae,Sang máu lá dài,Na Annonales,Horsfieldia longiflora,./chitiet.php?page=31&loai=2&ID=3673
1359,Cây gỗ lớn,Dầu Dipterocarpaceae,Sao đen,Bông Malvales,Hopea odorata,./chitiet.php?page=31&loai=2&ID=3925
1360,Cây ngập mặn,Đơn nem Myrsinaceae,Sú cong,Trân châu Primunales,Aegiceras corniculatum,./chitiet.php?page=31&loai=2&ID=3949
1361,Cây gỗ lớn,Dầu Dipterocarpaceae,Sao hải nam,Bông Malvales,Hopea hainanensis,./chitiet.php?page=31&loai=2&ID=3105
1362,Cây gỗ nhỏ,Dầu Dipterocarpaceae,Sao lá hình tim,Bông Malvales,Hopea cordata,./chitiet.php?page=31&loai=2&ID=3104
1363,Cây gỗ lớn,Dầu Dipterocarpaceae,Sao mặt quỉ,Bông Malvales,Hopea mollisima,./chitiet.php?page=31&loai=2&ID=3735
1364,Cây ngập mặn,Đơn nem Myrsinaceae,Sú thẳng,Anh thảo Primulalales,Aegiceras floridum,./chitiet.php?page=31&loai=2&ID=2457
1365,Cây gỗ lớn,Dầu Dipterocarpaceae,Sến mủ,Bông Malvales,Shorea roxburghii,./chitiet.php?page=31&loai=2&ID=2563
1366,Cây gỗ lớn,Hồng xiêm Sapotaceae,Sến mật,Hồng xiêm Sapotales,Madhuca pasquieri,./chitiet.php?page=31&loai=2&ID=3127
1367,Cây gỗ lớn,Gạo Bombacaceae,Sầu riêng,Bông Malvales,Durio zibethinus,./chitiet.php?page=31&loai=2&ID=3379
1368,Cây gỗ trung bình,Đào lộn hột Anacardiaceae,Sấu,Cam Rutales,Dracontomelum mangiferum,./chitiet.php?page=31&loai=2&ID=3429
1369,Cây gỗ lớn,Xoan Meliaceae,Sấu tía,Cam Rutales,Sandoricum indicum,./chitiet.php?page=31&loai=2&ID=2237
1370,Cây gỗ lớn,Sau sau Hamamelidaceae,Sau sau,Sau sau Hamamelidales,Liquidambar formosana,./chitiet.php?page=31&loai=2&ID=3500
1371,Cây leo thân gỗ,Lạc tiên Passifloraceae,Sơ kinh bà nà,Hoa tím Violales,Adenia banaensis,./chitiet.php?page=31&loai=2&ID=3005
1372,Cây gỗ trung bình,Đào lộn hột Anacardiaceae,Sơn đào,Cam Rutales,Melanorrhoea usitata,./chitiet.php?page=31&loai=2&ID=3134
1373,Cây leo thân gỗ,Mộc hương Aristolochiaceae,Sơn địch,Mộc hương Aristolochiales,Aristolochia indica,./chitiet.php?page=31&loai=2&ID=3022
1374,Cây leo thân gỗ,Đậu Fabaceae,Sơn đậu căn,Đậu Fabales,Sophora subprostrata,./chitiet.php?page=31&loai=2&ID=3184
1375,Cây gỗ trung bình,Đào lộn hột Anacardiaceae,Sơn huyết,Cam Rutales,Melanorrhea laccifera,./chitiet.php?page=31&loai=2&ID=3609
1376,Cây gỗ trung bình,Đào lộn hột Anacardiaceae,Sơn nước,Cam Rutales,Gluta velutina,./chitiet.php?page=31&loai=2&ID=2286
1377,Cây gỗ nhỏ,Đào lộn hột Anacardiaceae,Sơn rừng,Cam Rutales,Rhus succedanea,./chitiet.php?page=31&loai=2&ID=3465
1378,Cây gỗ trung bình,Đay Tiliaceae,Sơn tần,Bông Malvales,Schoutenia hypoleuca,./chitiet.php?page=31&loai=2&ID=3179
1379,Cây gỗ nhỏ,,Sơn trà răng cưa,Hoa hồng Rosales,Eriobotrya serrata,./chitiet.php?page=31&loai=2&ID=3084
1380,Cây thuốc,Hoa môi Laminaceae,Sư nhĩ,Hoa môi Lamiales,Leonotis nepetifolia,./chitiet.php?page=31&loai=2&ID=2349
1381,Cây gỗ nhỏ,Đậu Fabaceae,Sưa,Đậu Fabales,Dalbergia cochinchinensis,./chitiet.php?page=31&loai=2&ID=3070
1382,Cây thuốc,Cúc Asteraceae,Sương xông,Cúc Asterales,Blumea lanceolaria,./chitiet.php?page=31&loai=2&ID=3870
1383,Cây gỗ trung bình,Đào lộn hột Anacardiaceae,Sưng đuôi,Cam Rutales,Semecarpus cautada,./chitiet.php?page=31&loai=2&ID=3433
1384,Cây thuốc,Sen Nelumbonaceae,Sen,Sen Nelumbonales,Nelumbium nelumbo,./chitiet.php?page=31&loai=2&ID=2168
1385,Cây gỗ nhỏ,Trúc đào Apocynaceae,Si rô nam,Long đởm Gentianales,Carissa spinarum,./chitiet.php?page=31&loai=2&ID=3655
1386,Cây gỗ nhỏ,Sim Myrtaceae,Sim,Sim Myrtales,Rhodomyrtus tomentosa,./chitiet.php?page=31&loai=2&ID=2091
1387,Cây gỗ nhỏ,Đậu Fabaceae,So đũa,Đậu Fabales,Sesbania grandiflora,./chitiet.php?page=31&loai=2&ID=2487
1388,Cây gỗ trung bình,Cau Arecaceae,Song bột,Cau Arecales,Calamus poilanei,./chitiet.php?page=31&loai=2&ID=3231
1389,Cây phụ sinh,Thiên lý Asclepiadaceae,Song ly ben gan,Long đởm Gentianales,Dischidia benghalensis,./chitiet.php?page=31&loai=2&ID=3728
1390,Cây gỗ trung bình,Cau Arecaceae,Song mật,Cau Arecales,Calamus platyacanthus,./chitiet.php?page=31&loai=2&ID=3230
1391,Cây thuốc,Cau Arecaceae,Song rụp,Cau Arecales,Myrialepis paradoxa,./chitiet.php?page=31&loai=2&ID=3264
1392,Cây ngập mặn,Xoan Meliaceae,Su ổi,Cam Rutales,Xylocarpus granatum,./chitiet.php?page=31&loai=2&ID=2325
1393,Cây gỗ nhỏ,Chè Theaceae,Sum lá to,Chè Theales,Adinandra megaphylla,./chitiet.php?page=31&loai=2&ID=3007
1394,Cây gỗ lớn,Sau sau Hamamelidaceae,Tô hạp vân nam,Sau sau Hamamelidales,Altingia yunnanensis,./chitiet.php?page=31&loai=2&ID=3585
1395,Cây gỗ lớn,Tô hạp Altingiaceae,Tô hạp xiêm,Sau sau Hamamelidales,Altingia siamensis,./chitiet.php?page=32&loai=2&ID=2350
1396,Cây thuốc,Đậu Fabaceae,Tô mộc,Đậu Fabales,Caesalpinia sappan,./chitiet.php?page=32&loai=2&ID=3042
1397,Cây gỗ trung bình,Tô sơn Toricelliaceae,Tô sơn sáu cạnh,Tô sơn Toricelliales,Toricellia angulata,./chitiet.php?page=32&loai=2&ID=3205
1398,Cây gỗ lớn,Xoan Meliaceae,Tông dù,Cam Rutales,Toona sinensis,./chitiet.php?page=32&loai=2&ID=2095
1399,Cây gỗ nhỏ,Hoa hồng Rosaceae,Táo mèo,Hoa hồng Rosales,Docynia indica,./chitiet.php?page=32&loai=2&ID=3076
1400,Cây gỗ trung bình,Hoa hồng Rosaceae,Táo ngọc linh,Hoa hồng Rosales,Malus doumeri,./chitiet.php?page=32&loai=2&ID=3857
1401,Cây gỗ lớn,Dầu Dipterocarpaceae,Táu muối,Bông Malvales,Vatica odorata,./chitiet.php?page=32&loai=2&ID=2151
1402,Cây gỗ lớn,Dầu Dipterocarpaceae,Táu nước,Bông Malvales,Vatica subglabra,./chitiet.php?page=32&loai=2&ID=3738
1403,Cây gỗ nhỏ,Cỏ roi ngựa Verbenaceae,Tử châu lá bắc,Hoa môi Lamiales,Callicapra bracteata,./chitiet.php?page=32&loai=2&ID=3043
1404,Cây gỗ nhỏ,Cáng lò Betulaceae,Tống quán sủi,Cáng lò Betulales,Alnus nepalensis,./chitiet.php?page=32&loai=2&ID=3625
1405,Cây thuốc,Trôm Sterculiaceae,Tổ kén tròn,Bông Malvales,Helicteres isora,./chitiet.php?page=32&loai=2&ID=3873
1406,Cây thuốc,Tục đoạn Dipsacaceae,Tục đoạn,Tục đoạn Dipsacales,Dipsacus asper,./chitiet.php?page=32&loai=2&ID=3074
1407,Cây hoại sinh,Lệ dương Orobanchaceae,Tai đất,Hoa môi Lamiales,Aeginetia pedunculata,./chitiet.php?page=32&loai=2&ID=2363
1408,Cây gỗ lớn,Bứa Clusiaceae,Tai chua,Chè Theales,Garcinia cowa,./chitiet.php?page=32&loai=2&ID=3480
1409,Cây gỗ nhỏ,Trôm Sterculiaceae,Tai mèo,Bông Malvales,Abroma angusta,./chitiet.php?page=32&loai=2&ID=2491
1410,Cây gỗ trung bình,Lộc vừng Lecythidaceae,Tam lang,Lộc vừng Lecythidales,Barringtonia pauciflora,./chitiet.php?page=32&loai=2&ID=3847
1411,Cây gỗ trung bình,Thầu dầu Euphorbiaceae,Tam thụ hùng dòn,Thầu dầu Euphorbiales,Trigonostemon fragilis,./chitiet.php?page=32&loai=2&ID=3208
1412,Cây thuốc,Ngũ gia bì Araliaceae,Tam thất,Hoa tán Apiales,Panax bipinnatifidum,./chitiet.php?page=32&loai=2&ID=3150
1413,Cây thuốc,Ngũ gia bì Araliaceae,Tam thất hoang,Hoa tán Apiales,Panax stipuleanatus,./chitiet.php?page=32&loai=2&ID=3720
1414,Cây phụ sinh,Dương xỉ Polypodiaceae,Tắc kè đá,Dương xỉ Polypodiales,Drynaria bonii,./chitiet.php?page=32&loai=2&ID=2015
1415,Cây thuốc,Mộc hương Aristolochiaceae,Tế tân lá hình tim,Mộc hương Aristolochiales,Asarum cordifolium,./chitiet.php?page=32&loai=2&ID=3692
1416,Cây thuốc,Mộc hương Aristolochiaceae,Tế tân mạng,Mộc hương Aristolochiales,Asarum reticulatum,./chitiet.php?page=32&loai=2&ID=3705
1417,Cây thuốc,Mộc hương Aristolochiaceae,Tế tân petelotii,Mộc hương Aristolochiales,Asarum petelotii,./chitiet.php?page=32&loai=2&ID=3706
1418,Cây thuốc,Mộc hương Aristolochiaceae,Tế tân vân nam,Mộc hương Aristolochiales,Asarum yunnanense,./chitiet.php?page=32&loai=2&ID=3707
1419,Cây thuốc,Cà Solanaceae,Tầm bóp,Cà Solanales,Physalis angulata,./chitiet.php?page=32&loai=2&ID=3487
1420,Cây cảnh,Hoa hồng Rosaceae,Tầm xuân,Hoa hồng Rosales,Rosa multifora,./chitiet.php?page=32&loai=2&ID=2157
1421,Cây gỗ trung bình,Hoa hồng Rosaceae,Tầm xuân bắc,Hoa hồng Rosales,Rosa tunquinensis,./chitiet.php?page=32&loai=2&ID=3174
1422,Cây gỗ lớn,Tô hạp Altingiaceae,Tẩm,Sau sau Hamamelidales,Altingia chinensis,./chitiet.php?page=32&loai=2&ID=3012
1423,Cây gỗ trung bình,Đậu Fabaceae,Thàn mát,Đậu Fabales,Millettia ichthyotona,./chitiet.php?page=32&loai=2&ID=3942
1424,Cây gỗ lớn,Đậu Fabaceae,Thàn mát đen,Đậu Fabales,Millettia nigrescens,./chitiet.php?page=32&loai=2&ID=3563
1425,Cây gỗ trung bình,Đậu Fabaceae,Thàn mát hai cánh,Đậu Fabales,Millettia diptera,./chitiet.php?page=32&loai=2&ID=2468
1426,Cây gỗ nhỏ,Ban Hypericaceae,Thành ngạnh,Chè Theales,Cratoxylon ligustrinum,./chitiet.php?page=32&loai=2&ID=2259
1427,Cây gỗ trung bình,Ban Hypericaceae,Thành ngạnh vàng,Chè Theales,Cratoxylon formosum,./chitiet.php?page=32&loai=2&ID=2478
1428,Cây gỗ trung bình,Thôi ba Alangiaceae,Thôi chanh bắc,Thù du Cornales,Alangium tonkinense,./chitiet.php?page=32&loai=2&ID=3664
1429,Cây gỗ nhỏ,Thôi ba Alangiaceae,Thôi chanh lá tiêu huyền,Thù du Cornales,Alangium platanifolium,./chitiet.php?page=32&loai=2&ID=3437
1430,Cây gỗ lớn,Thủy tùng Taxaceae,Thông đỏ bắc,Thủy tùng Taxales,Taxus chinensis,./chitiet.php?page=32&loai=2&ID=3333
